text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
"Okay, excellent video. Not many new info for me though, I was an iPhone filmmaking enthusiast until I met with mcpro24fps and Motion Cam Pro on Android 5 and 3 years ago. The latter one was free back then. No iOS device in my life after this two new experience. We've got iPhone ProRes RAW now with iPhone 17 Pro series, the only problem is, that ProRes RAW is really-really far from RAW. Android is a clear winner. By the way, if you buy a worn Xiaomi or Oneplus, let's say a five year old device for a hundred bucks, with Motion Cam Pro you can achieve better quality with the newest iPhones. Sad but true.",software,Subjective,software,absa,N/A,,positive,0.6354,positive,0.6288,positive,0.4231,True,positive,0.6354,positive,0.6288,positive,0.4231
"It really is a shame. I agree with every single point you mentioned. It is such a good phone, but the inconsistent camera is holding it back. The brightness and bad focus are my main problems. The phone is a bit warmer than x200 pro but not a deal breaker in my experience. I hope xiaomi is working on a big camera update. I sold x200 pro because of very strong AI processing but the camera experience was better because it was way more reliable.",software,Subjective,software,absa,N/A,,negative,0.6363,negative,0.3911,negative,0.5881,True,negative,0.6363,negative,0.3911,negative,0.5881
"I'm glad this helped you out. The hardware on this device is absolutely incredible, so even with the missing features in the native app, with MotionCam Pro this will likely overtake the iPhone 16 Pro for me - at least for certain shoots. If Xiaomi fix any of this via a software update, I'll be sure to release an updated video. Hoping they listen!",software,Subjective,software,absa,N/A,,negative,0.7368,neutral,0.373,neutral,0.8692,True,negative,0.7368,neutral,0.373,neutral,0.8692
Does the iPhone 17 base have better battery life than 16 pro ? In real life ?,battery,Subjective,battery life,absa,N/A,,neutral,0.9126,neutral,0.9338,neutral,0.9932,True,neutral,0.9126,neutral,0.9338,neutral,0.9932
"I love u bro, u explained it so clearly. I have the 13 iPhone. Battery life is 77% . Thinking of buying the new iPhone 17 blue one",battery,Subjective,battery life,absa,N/A,,neutral,0.8858,neutral,0.7077,neutral,0.9981,True,neutral,0.8858,neutral,0.7077,neutral,0.9981
"@AritraGhosh18 that’s not true what so ever. If you just running the timer it doesn’t kill nearly as much battery versus doing heavy lifting apps. Redmagic 10 pros gaming phone would murder the iPhone 17 pro max in battery life. That phone have a 7,000 mh battery and a hundred wt charging",battery,Subjective,battery life,absa,N/A,,negative,0.6846,negative,0.6127,negative,0.8843,True,negative,0.6846,negative,0.6127,negative,0.8843
Can anyone recommend be to whether buy or not the iPhone 17 regarding its battery health,battery,Subjective,battery life,absa,N/A,,neutral,0.7146,neutral,0.838,neutral,0.7775,True,neutral,0.7146,neutral,0.838,neutral,0.7775
coming from iphone 17 pro to 17 pro max ang laki ng battery difference . Pero dahil dito parang gusto ko try as side phone haha,battery,Subjective,battery life,absa,N/A,,negative,0.4407,neutral,0.8295,neutral,0.9624,True,negative,0.4407,neutral,0.8295,neutral,0.9624
"Thinking of changing to this iphone 17 from 14 pro max, might sound like a downgrade from Pro Max series but I don't need those Pro functions apart from the big battery, any thoughts ?",battery,Subjective,battery life,absa,N/A,,neutral,0.6979,neutral,0.8255,neutral,0.9539,True,neutral,0.6979,neutral,0.8255,neutral,0.9539
So the question is does the standard iPhone 17 have better battery life or is it close to the pro I currently have an iPhone 17 and to keep 100% capacity I set it up to 80% limit,battery,Subjective,battery life,absa,N/A,,neutral,0.7912,neutral,0.822,positive,0.5095,False,neutral,0.7912,neutral,0.822,positive,0.5095
"I m thinking of changing from pixel 9 to iphone 17 ,I struggle with pixel battery and connectivity",battery,Subjective,battery life,absa,N/A,,neutral,0.8187,neutral,0.8326,negative,0.9964,False,neutral,0.8187,neutral,0.8326,negative,0.9964
I came to this video because I was underwhelmed with my iPhone 17 battery life. Seems Apple pulled another fast one on us,battery,Subjective,battery life,absa,N/A,,negative,0.9796,negative,0.9173,positive,0.9917,False,negative,0.9796,negative,0.9173,positive,0.9917
"Strange. I’ve had both and my iPhones have always lasted longer. Sounds like you upgraded an older or smaller battery iPhone to a brand new, larger Samsung with a fresh battery and think Samsung phones have better battery life.",battery,Subjective,battery life,absa,N/A,,negative,0.6915,negative,0.6151,positive,0.788,False,negative,0.6915,negative,0.6151,positive,0.788
Because the tests you watched it was probably an iPhone 17 Pro with esim only. So as Arun said with a bigger battery.,battery,Subjective,battery life,absa,N/A,,positive,0.7273,positive,0.6828,positive,0.9659,True,positive,0.7273,positive,0.6828,positive,0.9659
Iphone 16 plus vs Iphone 17 battery drain test please,battery,Subjective,battery life,absa,N/A,,neutral,0.7591,neutral,0.8823,neutral,0.993,True,neutral,0.7591,neutral,0.8823,neutral,0.993
Battery life is important for me should i go with iphone 17 or iphone 16 plus ?,battery,Subjective,battery life,absa,N/A,,neutral,0.9463,neutral,0.9666,neutral,0.9995,True,neutral,0.9463,neutral,0.9666,neutral,0.9995
I just got the iPhone 17 and my battery is dying like crazy. This really helps. I’m gonna see if any of these do anything for me,battery,Subjective,battery life,absa,N/A,,neutral,0.5499,neutral,0.5983,positive,0.826,False,neutral,0.5499,neutral,0.5983,positive,0.826
🔋 Learn 5 easy iPhone 17 settings to stop overheating and keep your battery cool and healthy! What tips or tricks do you use to prevent your iPhone from getting too hot?,battery,Subjective,battery life,absa,N/A,,positive,0.9357,positive,0.9366,neutral,0.8549,False,positive,0.9357,positive,0.9366,neutral,0.8549
"Arun, you said not really terrible battery life at 7:14 , however Air is new phone with at 100% battery health. So let’s just presume after a year it drops to 90% the battery life would be 6 hours or maybe less. I think a battery life should be 7 hours for any iPhone for that matter when the phone is at 80% not 7 hours when it is at 100% battery health.",battery,Subjective,battery life,absa,N/A,,negative,0.6611,negative,0.4813,negative,0.8413,True,negative,0.6611,negative,0.4813,negative,0.8413
The amount of people I have fought over this and speaker quality only to be proven right just shows how strong the Dunning-Kruger effect was during the reveal of the iPhone. No Apple wouldn't release an iPhone with unusable battery life and yes their team of professionals knows best after the mistakes of the iPhone 6.,battery,Subjective,battery life,absa,N/A,,negative,0.9667,negative,0.8914,neutral,0.7117,False,negative,0.9667,negative,0.8914,neutral,0.7117
The iPhone 17 has the lightest wallpaper which should be chewing through more battery...,battery,Subjective,battery life,absa,N/A,,negative,0.9935,negative,0.9854,neutral,0.9603,False,negative,0.9935,negative,0.9854,neutral,0.9603
should i upgrade from an iphone 15 to iphone air? it seems like iphone air has a better battery than my iphone 15,battery,Subjective,battery life,absa,N/A,,neutral,0.9196,neutral,0.87,neutral,0.9984,True,neutral,0.9196,neutral,0.87,neutral,0.9984
"I would love to see this test with some older device at various battery health levels, just to see how accurate those percentage numbers apple gives you are.",battery,Subjective,battery life,absa,N/A,,neutral,0.753,neutral,0.8083,neutral,0.9656,True,neutral,0.753,neutral,0.8083,neutral,0.9656
"So far my 17 pro max , compared to my model I upgraded from, an Xs. The battery life is so stupidly insane. I am thoroughly impressed. It’s literally the same phone but bigger and better life. Functions all the same for me.",battery,Subjective,battery life,absa,N/A,,positive,0.9865,positive,0.9709,positive,0.6963,True,positive,0.9865,positive,0.9709,positive,0.6963
who cares a replacement battery costs $20 and if you can't figure it how to change it yourself apple can do it for $69 once every 5 years. Still cheaper than wasting money on a new phone,battery,Subjective,battery life,absa,N/A,,negative,0.6327,negative,0.6218,neutral,0.9712,False,negative,0.6327,negative,0.6218,neutral,0.9712
"I have an iphone 11, and am considering to upgrade to the 17. How much more of a battery life did you personally experience? My 11 cannot last till the end of the day. Lol",battery,Subjective,battery life,absa,N/A,,positive,0.9322,positive,0.8515,neutral,0.9846,False,positive,0.9322,positive,0.8515,neutral,0.9846
i have the sage with a clear case best looking iphone ever and i did the 10 items you listed battery last way longer and i have dark mode on as well,battery,Subjective,battery life,absa,N/A,,positive,0.9175,positive,0.972,positive,0.989,True,positive,0.9175,positive,0.972,positive,0.989
My iPhone 16 pro gets like 3 hours of TikTok on data that’s so bad of battery life,battery,Subjective,battery life,absa,N/A,,negative,0.996,negative,0.9888,negative,0.9988,True,negative,0.996,negative,0.9888,negative,0.9988
"⁠the iPhone air with an extremely smaller battery is doing amazingly well, then why should iPhone 16 pro max with a bigger battery do worse? That’s weird",battery,Subjective,battery life,absa,N/A,,negative,0.4795,negative,0.5336,neutral,0.8494,False,negative,0.4795,negative,0.5336,neutral,0.8494
"I disagree. The Z Fold 7 is thinner than the Air, and has much better battery life! Also passes the bend test. If you want a thin and light phone that also doubles as a tablet, you can do no better than the Fold 7.",battery,Subjective,battery life,absa,N/A,,positive,0.9136,positive,0.9318,positive,0.6861,True,positive,0.9136,positive,0.9318,positive,0.6861
"Do I neet to charge iPhone on the beggining to 100% like in old times? I don’t know what is going on, but I gave 16 PM back, while battery life was really bad… and now I have the same Problem with 17 PM. 54% for 3h sceeen time",battery,Subjective,battery life,absa,N/A,,negative,0.983,negative,0.9497,negative,0.9991,True,negative,0.983,negative,0.9497,negative,0.9991
"@nishantrajani7372 Battery life is good on the S25. I'm getting constantly 6 - 6.5hrs of SOT. I agree with the rest, though!!! That's why I'm thinking to switch to an iPhone for the first time, just can't decide between the 17 and 16 pro. Lack of the telephoto camera and the slow USB 2 makes me hesitate...",battery,Subjective,battery life,absa,N/A,,positive,0.8795,positive,0.8402,positive,0.8284,True,positive,0.8795,positive,0.8402,positive,0.8284
"Swapped out my S22 for the 17 recently and so far I'm loving the experience. Was getting a bit tired of Samsung and not wanting to pay over £1K for the ultra models that have the biggest upgrade. Battery life is great, cameras have a much more natural and true to life look to them compared to Samsung. I've been a heavy iPad Pro user for a few years, using it for digital art so being able to easily transfer and access my Procreate files is a another reason why I decided to make the switch.",battery,Subjective,battery life,absa,N/A,,positive,0.9717,positive,0.9577,positive,0.9754,True,positive,0.9717,positive,0.9577,positive,0.9754
⁠The base Pixel 10 comes with 128GB. Not 256GB like the new iPhone 17. Plus the iPhone 17 has a better front facing Camera system and the Rear Cameras shoot Spatial Photos and Video. Though the Pixel 10 can Shoot 8K Video.,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7511,neutral,0.7035,neutral,0.504,True,neutral,0.7511,neutral,0.7035,neutral,0.504
"Hindi ako kumuha ng 17 pro max nag stay ako sa 15 pro max ko pero nag upgrade ako ng backup phone from 13 mini to iphone 17 base model, ok na ok sya pang picture at pang video.",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.5105,neutral,0.5579,negative,0.9523,False,neutral,0.5105,neutral,0.5579,negative,0.9523
